"uri","iao_definition","oio_exact_synonym","oio_narrow_synonym","rdf_comment","label","oio_related_synonym","iao_preferred_label","iao_alternative_term","skos_pref_label","skos_alt_label","oio_broad_synonym","apollo_label","iao_elucidation","oio_synonym","obi_isa_term","iedb_alternative_term","skos_definition","lemma","lemma_nunique","lemma_count","score_max","score_mean","score2","chebi_formula","iao_nl_axiom"
"http://purl.obolibrary.org/obo/APOLLO_SV_00000454","['A disposition of an organism to (i) undergo some bodily benefit that (ii) is triggered by a planned process.']","","","['We often say in natural language it is the efficacy of the triggering planned process such as vaccination. However, processes do not have properties such as roles, dispositions, functions, qualities in BFO. And this is also not a process profile, because it is not the process of a quality changing values (determinates) over time. Nevertheless, it is natural to classify efficacies based on the type of triggering process because that is what differentiates what happens when they are realized. For example, a vaccination efficacy will be realized through different processes than a quarantine efficacy. For individual treatments, the triggering process is a treatment (as defined by OGMS).']","['efficacy']","","","","","","","['efficacy']","['A disposition of an organism to (i) undergo some bodily benefit that (ii) is triggered by a planned process.']","","","","","['efficacy']",1,1,18.768728347799748,18.768728347799748,18.768728347799748,"",""
"http://snomed.info/id/308916002","","","","","['Environment or geographical location (environment / location)']","","","","['Environment or geographical location']","['Environments and geographical locations']","","","","","","","","['environment']",1,1,16.226836430798073,16.226836430798073,16.226836430798073,"",""
"http://snomed.info/id/272379006","","","","","['Event (event)']","","","","['Event']","['Events']","","","","","","","","['event']",1,1,15.661819696714588,15.661819696714588,15.661819696714588,"",""
"http://purl.obolibrary.org/obo/PATO_0000516","[""A quality inhering in a bearer by virtue of the bearer's having sensitivity toward an external stimulus.""]","['sensitive']","","","['sensitive toward']","","","","","","","","","","","","","['sensitive']",1,1,13.47585391278215,13.47585391278215,13.47585391278215,"",""
"http://snomed.info/id/106807005","","","","","['Order Lepidoptera (organism)']","","","","['Order Lepidoptera']","['Lepidoptera']","","","","","","","","['lepidoptera']",1,2,11.513697042860567,10.401421902835132,12.805652466518922,"",""
"http://purl.obolibrary.org/obo/IAO_0000027","['a data item is an information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.', 'An information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.']","","","","['data item', 'data item']","","['data item', 'data item']","['data']","","","","","","","","","","['datum']",1,1,12.199879163374073,12.199879163374073,12.199879163374073,"",""
"http://purl.obolibrary.org/obo/FOODON_03530151","","","","","['biotechnologically derived food']","","","","","","","","","","","","","['gmo', 'GMO']",2,7,3.3249362149487305,3.2839626231420525,11.77491045612639,"",""
"http://snomed.info/id/129265001","","","","","['Evaluation - action (qualifier value)']","","","","['Evaluation - action']","['Assessment', 'Evaluation', 'Patient evaluation - action']","","","","","","","","['evaluation']",1,2,9.258014505024116,8.947556533103807,11.01573423881856,"",""
"http://purl.obolibrary.org/obo/PATO_0001995","['A quality that inheres in an entire organism or part of an organism.']","","","","['organismal quality']","","['organismal quality']","","","","","","","","","","","['resistance', 'sensitivity']",2,2,4.73559301745131,4.023251627662989,9.906407529756262,"",""
"http://purl.obolibrary.org/obo/GAZ_00418924","['A Division of Tours.']","","","","['Tours-Nord']","","","","","","","","","","","","","['Europe']",1,1,9.64895648133754,9.64895648133754,9.64895648133754,"",""
"http://purl.obolibrary.org/obo/PATO_0002425","['Open to view or not covered by another entity.']","","","","['exposed']","","","","","","","","","","","","","['expose']",1,1,9.471168461194583,9.471168461194583,9.471168461194583,"",""
"http://purl.obolibrary.org/obo/ENVO_02500041","['An process in which environmental parameters and variables are continually assayed.']","","","","['environmental monitoring']","","","","","","['monitoring']","","","","","","","['post‐market environmental monitoring']",1,1,8.905368888565906,8.905368888565906,8.905368888565906,"",""
"http://purl.obolibrary.org/obo/NCBITaxon_50557","","['true insects']","","","['Insecta', 'Insecta']","['insects']","","","","","","","","","","","","['insect']",1,2,6.821254700540297,6.820955617468009,8.397581402119362,"",""
"http://snomed.info/id/444278006","","","","","['Fiancé of subject (person)']","","","","['Fiancé of subject']","['Fiance of subject']","","","","","","","","['subject']",1,1,8.13571852544139,8.13571852544139,8.13571852544139,"",""
"http://purl.obolibrary.org/obo/IAO_0000615","['A part of a document used to summarize the findings discussed in the document. The conclusion section is typically found near the end of a document.']","","","","['conclusion section']","","['conclusion section']","['concluding remarks', 'conclusion', 'conclusions', 'findings', 'summary']","","","","","","","","","","['conclusion']",1,1,7.683618572646907,7.683618572646907,7.683618572646907,"",""
"http://purl.obolibrary.org/obo/STATO_0000245","[""Relative risk is a measurement datum which denotes the risk of an 'event' relative to an 'exposure'. Relative risk is calculated by forming the ratio of the probability of the event occurring in the exposed group versus the probability of this event occurring in the non-exposed group.""]","","","","['relative risk']","","","['risk ratio']","","","","","","","","","","['risk']",1,6,4.024002258856629,3.933131741305113,6.732616367853701,"",""
"http://purl.obolibrary.org/obo/APOLLO_SV_00000445","['A rate measurement datum that specifies the percentage of organisms within a population that have died over a given time interval.']","","","","['mortality rate']","","","","","","","['mortalityRate']","['A rate measurement datum that specifies the percentage of organisms within a population that have died over a given time interval.']","","","","","['mortality']",1,1,6.634775386018377,6.634775386018377,6.634775386018377,"",""
"http://purl.obolibrary.org/obo/NCBITaxon_4575","","","","","['Zea']","['Euchlaena']","","","","","","","","","","","","['maize']",1,14,2.5161623766591745,2.5129682818348544,5.546581742347084,"",""
"http://purl.obolibrary.org/obo/APOLLO_SV_00001008","","","","","['TODO']","","","","","","","","","","","","","['specie']",1,2,4.461778053802398,4.461778053802398,5.493093124523775,"",""
"http://purl.obolibrary.org/obo/FOODON_00002454","['A class which contains food product categories qualified by a quality such as granularity or temperature, which is useful for tasks like food inspection where little prior knowledge of how the food came to be is available. Some terms like ""food (frozen)"" are both a quality descriptor and the output of a process.', 'The food product by quality class provides descriptors for describing food visually or via other senses, which is useful for tasks like food inspection where little prior knowledge of how the food came to be is available. Some terms like ""food (frozen)"" are both a quality descriptor and the output of a process.']","","","","['food product by quality']","","","","","","","","","","","","","['gmo', 'GMO']",2,7,1.297970934716481,1.2819758816333873,4.596626985572685,"",""
