"uri","iao_definition","oio_exact_synonym","oio_narrow_synonym","rdf_comment","label","oio_related_synonym","iao_preferred_label","iao_alternative_term","skos_alt_label","skos_pref_label","chebi_formula","skos_definition","apollo_label","iao_elucidation","obi_niaid_term","oio_synonym","lemma","lemma_nunique","lemma_count","score_max","score_mean","score2","oio_broad_synonym","iao_nl_axiom","obo_relational_adjective"
"http://purl.obolibrary.org/obo/FOODON_03411198","['A chicken younger than 10 weeks old (previously younger than 13 weeks), of either sex, that is tender-meated with soft, pliable, smooth-textured skin and flexible breastbone cartilage.']","['broiler', 'broiler chicken', 'fryer chicken']","","","['broiler or fryer chicken']","","","","","","","","","","","","['broiler']",1,1,11.671292262881622,11.671292262881622,11.671292262881622,"","",""
"http://purl.obolibrary.org/obo/CHEBI_50906","['A role is particular behaviour which a material entity may exhibit.']","","","","['role']","","","","","","","","","","","","['application']",1,2,9.280398431281132,9.174468733495196,11.295095926650221,"","",""
"http://snomed.info/id/10012005","","","","","['Expression (procedure)']","","","","","['Expression']","","['An expulsion done by manipulation']","","","","","['expression']",1,1,11.222085660508947,11.222085660508947,11.222085660508947,"","",""
"http://purl.obolibrary.org/obo/OBI_0302859","['an organism that is the output of a genetic transformation process']","","","","['genetically modified organism']","","['genetically modified organism']","","","","","","","","","","['genetically modify']",1,1,11.100471932523721,11.100471932523721,11.100471932523721,"","",""
"http://purl.obolibrary.org/obo/IAO_0020000","['An identifier is an information content entity that is the outcome of a dubbing process and is used to refer to one instance of entity shared by a group of people to refer to that individual entity.']","","","","['identifier']","","['identifier']","","","","","","['name']","","","","['identify']",1,1,11.05058629854775,11.05058629854775,11.05058629854775,"","",""
"http://purl.obolibrary.org/obo/CHEBI_33695","","","","","['information biomacromolecule']","['genetically encoded biomacromolecules', 'genetically encoded biopolymers', 'information biomacromolecules', 'information biopolymers', 'information macromolecule', 'information macromolecules']","","","","","","","","","","","['vip3aa20 protein', 'protein']",2,4,3.8006454723999363,3.622552765821264,10.981526480426703,"","",""
"http://purl.obolibrary.org/obo/NCBITaxon_Union_0000020","","","","","['Fungi or Bacteria']","","","","","","","","","","","","['bacteria']",1,1,10.472058421628223,10.472058421628223,10.472058421628223,"","",""
"http://purl.obolibrary.org/obo/FOODON_00002454","['A class which contains food product categories qualified by a quality such as granularity or temperature, which is useful for tasks like food inspection where little prior knowledge of how the food came to be is available. Some terms like ""food (frozen)"" are both a quality descriptor and the output of a process.', 'The food product by quality class provides descriptors for describing food visually or via other senses, which is useful for tasks like food inspection where little prior knowledge of how the food came to be is available. Some terms like ""food (frozen)"" are both a quality descriptor and the output of a process.']","","","","['food product by quality']","","","","","","","","","","","","['gmo', 'efsa‐gmo‐de‐2010‐82', 'GMO']",3,3,3.742936128424188,2.495290752282792,10.408275716290294,"","",""
"http://purl.obolibrary.org/obo/PATO_0001046","[""A quality inhering in a bearer by virtue of the bearer's disposition to resist to a stimulus.""]","['resistance']","","","['resistance to']","","","","","","","","","","","","['resistance']",1,1,9.451027358356919,9.451027358356919,9.451027358356919,"","",""
"http://purl.obolibrary.org/obo/OBI_0600043","['the introduction. alteration or integration of genetic material into a cell or organism']","","","","['genetic transformation']","","['genetic transformation']","['genetic modification']","","","","","","","","","['genetic modification']",1,1,9.353251327412114,9.353251327412114,9.353251327412114,"","",""
"http://purl.obolibrary.org/obo/GO_0051170","['The directed movement of substances into the nucleus.']","['nuclear import', 'single organism nuclear import', 'substance nuclear import']","","","['import into nucleus']","['single-organism nuclear import']","","","","","","","","","","","['import']",1,2,7.494299903159147,7.491372299486715,9.222961154799927,"","",""
"http://purl.obolibrary.org/obo/UO_1010031","","","","","['grain based unit']","","","","","","","","","","","","['grain']",1,1,8.835430896985645,8.835430896985645,8.835430896985645,"","",""
"http://purl.obolibrary.org/obo/PR_000000001","['An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA, and any derivatives thereof.', 'An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA.']","['natural protein']","['native protein']","['The definition above excludes protein complexes, which some also consider a protein. Those who wish to refer to a class representing both senses of the word are directed to CHEBI:36080. Note that the definition allows for experimentally-manipulated genes, and allows for artifically-produced derivatives that mimic those found naturally. Proteins (in the sense defined here) that descended from a common ancestor can be classified into families and superfamilies composed of products of evolutionarily-related genes. The domain architecture of a protein is described by the order of its constituent domains. Proteins with the same domains in the same order are defined as homeomorphic [PRO:WCB].', 'Proteins descended from a common ancestor can be classified into families and superfamilies composed of products of evolutionarily-related genes. The domain architecture of a protein is described by the order of its constituent domains. Proteins with the same domains in the same order are defined as homeomorphic [PRO:WCB].']","['protein']","","['protein']","","","","","","","","","","['vip3aa20 protein']",1,1,8.7081348634549,8.7081348634549,8.7081348634549,"","",""
