"CUI","count","name"
"C0242724",1913,"Plant Leaves"
"C0016701",1900,"Freezing"
"C0001829",1896,"Agriculture"
"C1514811",1869,"Bibliographic Reference"
"C0010352",1856,"Avian crop"
"C0004793",1848,"Base Sequence"
"C0021135",1826,"In Vitro [Publication Type]"
"C0205420",1822,"Concurrent"
"C0086930",1821,"Risk Assessment"
"C0033684",1820,"Proteins"
"C2347946",1818,"Relevance"
"C0022885",1812,"Laboratory Procedures"
"C2003903",1800,"Profiling (action)"
"C0018017",1790,"objective (goal)"
"C0019906",1790,"Honey"
"C1522240",1780,"Process"
"C0205296",1776,"Natural"
"C0016315",1762,"Fluorescence"
"C0304082",1760,"Fumonisins"
"C0347988",1752,"Metals, Heavy"
"C0030104",1745,"Oysters"
"C0005516",1743,"Biological Markers"
"C0598697",1734,"Hazard"
"C0376554",1729,"Knowledge"
"C0205210",1727,"Clinical"
"C0011682",1727,"Desiccation"
"C0023859",1722,"Listeria"
"C0033213",1721,"Problem"
"C0309872",1713,"PREVENT (product)"
"C0439855",1706,"Complex"
"C0001962",1697,"ethanol"
"C0221102",1692,"Excretory function"
"C0010947",1678,"Dairy Products"
"C1442323",1671,"Raw Milk"
"C0004927",1669,"Behavior"
"C0086296",1660,"film (photographic)"
"C0050587",1652,"acrylamide"
"C0037791",1649,"Specificity"
"C0242485",1648,"Measurement"
"C0332293",1647,"Treated with"
"C0439361",1647,"cfu/mL"
"C0001128",1646,"Acids"
"C0199230",1638,"Screening for cancer"
"C0008574",1637,"chromium"
"C0001554",1634,"Administration occupational activities"
"C0452945",1630,"Sausage"
"C0034693",1629,"Rattus norvegicus"
"C0079809",1627,"Measures"
"C0014442",1618,"Enzymes"
"C0439828",1618,"Variable (uniformity)"
"C0042637",1612,"Vibrio parahaemolyticus"
"C0081786",1612,"Microbial Biofilms"
"C0011065",1608,"Cessation of life"
"C0237607",1606,"Practice Experience"
"C1705920",1603,"Species"
"C0036945",1602,"Sheep"
"C0028910",1600,"Oils, Volatile"
"C0033204",1600,"Probability"
"C0441648",1590,"Wash (cleansing action)"
"C1709707",1586,"Proportion"
"C0064582",1580,"lactic acid"
"C0020405",1574,"Hygiene"
"C0443348",1574,"Viable"
"C0449719",1572,"Part"
"C1268568",1570,"Juice"
"C0012854",1569,"DNA"
"C0205197",1548,"Complete"
"C0065896",1547,"melamine"
"C0600210",1539,"population migration"
"C3463820",1539,"Inhibition"
"C0442799",1533,"Efficient"
"C0032136",1532,"Plasmids"
"C0311403",1526,"inhibited"
"C1542147",1521,"Main"
"C3830527",1518,"Detectable"
"C0014372",1518,"Enterotoxins"
"C0022326",1517,"Ivory Coast"
"C0013227",1516,"Pharmaceutical Preparations"
"C0004641",1511,"bacteriocin"
"C0199176",1510,"Prophylactic treatment"
"C0205314",1503,"New"
"C0042776",1485,"Virus"
"C0332197",1477,"Absent"
"C0016502",1472,"Food processing industry"
"C2827666",1471,"Variability"
"C0008555",1469,"Gas Chromatography"
"C4724475",1464,"Enrichment (technique)"
"C0205410",1455,"Sufficient"
"C0022646",1451,"Kidney"
"C0439158",1451,"colonies (qualifier value)"
"C1160534",1448,"ripening"
"C0242295",1446,"Dietary Supplements"
"C0042196",1444,"Vaccination"
"C1261322",1442,"Evaluation procedure"
"C1708476",1441,"Implementation"
"C0439861",1438,"Substance"
"C0024868",1434,"Gas Chromatography-Mass Spectrometry"
"C0205145",1430,"Site"
"C0376249",1425,"With frequency"
"C0452867",1420,"Pork"
"C0348011",1419,"Surgical transfer - action"
"C0199219",1416,"Inspection (procedure)"
"C0005767",1408,"Blood"
"C0000983",1407,"acetic acid"
"C0036581",1403,"selenium"
"C0039644",1402,"tetracycline"
"C0038170",1401,"Genus staphylococcus"
"C0747055",1399,"Organic"
"C0456603",1395,"Ratio"
"C0549183",1389,"Midline (qualifier value)"
"C0011991",1388,"Diarrhea"
"C0439962",1381,"Mixture"
"C0013879",1378,"Elements"
"C0030695",1376,"Patient Monitoring"
"C0021853",1363,"Intestines"
"C1522410",1363,"Highest"
"C0053800",1362,"bisphenol A"
"C3714514",1358,"Infection"
"C1998602",1357,"Meal (occasion for eating)"
"C0028908",1357,"Oils"
"C0011900",1356,"Diagnosis"
"C3272563",1349,"Commercial Lot"
"C0031251",1348,"Pesticide Residues"
"C0849355",1346,"Removed"
"C1550600",1344,"Ingredient"
"C1881659",1342,"Medical Device Contamination during Use"
"C0038137",1341,"standards characteristics"
"C0332268",1338,"Lacking"
"C0010176",1338,"Cost Control"
"C1516695",1335,"Collected"
"C0596583",1332,"Food Chain"
"C0205082",1331,"Severe (severity modifier)"
"C0205547",1327,"Routine"
"C0178476",1325,"analytical method"
"C0229671",1324,"Serum"
"C0035648",1323,"risk factors"
"C1521761",1321,"Factor"
"C1439852",1319,"Incubated"
"C0023860",1315,"Listeriosis"
"C0085104",1310,"Drug Delivery Systems"
"C2347097",1306,"Medical Product Shelf Life"
"C0003241",1306,"Antibodies"
"C0022702",1304,"Kinetics"
"C1301808",1299,"Geographic state"
"C0013470",1299,"Eating"
"C0060836",1299,"fumonisin B1"
"C0456389",1298,"size"
"C0007592",1291,"Cell Extracts"
"C0699788",1288,"Import"
"C0041714",1288,"United States Food and Drug Administration"
"C2985398",1285,"Intestinal Microbiome"
"C0204695",1285,"Feeding patient"
"C0037733",1281,"Soybeans"
"C0009393",1280,"Color"
"C1286104",1277,"Dietary intake"
"C1708235",1267,"Genus"
"C0030498",1266,"Parasites"
"C1514892",1266,"Resistance Process"
"C0009063",1258,"Clostridium perfringens"
"C0018837",1250,"Heat (physical force)"
"C1514873",1250,"Requirement"
"C0016871",1249,"Fusarium"
"C0332183",1248,"Frequently"
"C0678695",1247,"Nutrients"
"C0220898",1247,"Predisposition -- attribute"
"C2346714",1246,"Abundance"
"C0302583",1241,"iron"
"C0183185",1236,"Screens (device)"
"C0086582",1234,"Males"
"C0035702",1232,"RNA, Ribosomal, 16S"
"C0205173",1230,"Duplicate"
"C0016260",1227,"Flour"
"C1948027",1227,"Couple (action)"
"C0949285",1219,"Antibiotic Resistance, Microbial"
"C1510824",1216,"Aerobic"
"C0005329",1215,"Beverages"
"C0005595",1208,"Aves"
"C0332307",1207,"Type - attribute"
"C0332158",1206,"Contact with"
"C1264633",1205,"Fraction of"
"C0025914",1204,"House mice"
"C0242961",1203,"Replication Origin"
"C0444504",1200,"Statistical mean"
"C0450429",1193,"Location"
"C1709696",1193,"Producer"
"C1555707",1192,"extract - ActClassContainer"
"C0599894",1192,"cellular targeting"
"C0021212",1186,"Indicators"
"C0020247",1186,"Hydrocarbons, Chlorinated"
"C0030736",1185,"Arachis hypogaea"
"C0025266",1183,"Male population group"
"C1708760",1183,"Lowest"
"C0004034",1183,"Aspergillus"
"C0012503",1177,"Dioxins"
"C1707927",1176,"Enumeration"
"C0008565",1164,"Liquid Chromatography"
"C0441655",1163,"Activities"
"C0331858",1157,"Matrix Pharmaceutical Inc."
"C0023866",1155,"Literature"
"C0012655",1152,"Disease susceptibility"
"C1450054",1145,"Artificial nanoparticles"
"C0036950",1145,"Shellfish - dietary"
"C0034037",1142,"Publishing"
"C0001861",1141,"Air (substance)"
"C2699424",1138,"Concern"
"C1510670",1136,"Feeds"
"C2986411",1136,"Improvement"
"C0007004",1135,"Carbohydrates"
"C3687582",1135,"Produces milk for human food"
"C2700280",1134,"World"
"C0026591",1132,"Mother (person)"
"C1883254",1129,"Synthesis"
"C0036497",1129,"Seasons"
"C0005532",1128,"biology (field)"
"C0332261",1127,"Spreading (qualifier value)"
"C1512080",1127,"Dryness (characteristic)"
"C0015252",1126,"removal technique"
"C0599638",1124,"Drinking Water"
"C0449249",1119,"Growth rate"
"C0035255",1118,"Restaurants"
"C0851285",1103,"Regulation"
"C0205265",1103,"Initially"
"C1516240",1100,"Capacity"
"C1998793",1099,"Purifying"
"C0037813",1099,"Mass Spectrometry"
"C0162791",1098,"Guidelines"
"C1145667",1098,"Binding action"
"C0026871",1095,"Mussels"
"C0443252",1094,"Long-term"
"C3669679",1092,"Chicken for meat production"
"C1279919",1090,"Early"
"C1522408",1089,"Coating (film)"
"C1527180",1086,"Dominant"
"C0814225",1082,"Benefit"
"C0001771",1078,"agar"
"C0030940",1077,"Peptide Hydrolases"
"C0016462",1077,"Food Contamination"
"C0009237",1077,"Coffee"
"C0678594",1076,"Structure"
"C0041618",1072,"Ultrasonography"
"C0008168",1072,"chloramphenicol"
"C1517480",1072,"Gene Amplification Technique"
"C0332128",1071,"Examined"
"C0599956",1070,"Aqueous"
"C0037638",1069,"Solvents"
"C0025794",1068,"Methylmercury Compounds"
"C0342895",1064,"Fish-Eye Disease"
"C0205146",1063,"Area"
"C0442711",1063,"Protocols documentation"
"C0205474",1063,"Biochemical"
"C0022341",1062,"Japan"
"C0683312",1060,"Categories"
"C0042036",1059,"Urine"
"C0018851",1058,"Heating"
"C0039593",1057,"Testing"
"C1879533",1055,"Acceptable"
"C4505221",1053,"Dietary Exposure"
"C1705241",1048,"Delta (difference)"
"C0679646",1048,"Participant"
"C0009667",1045,"Confidence Intervals"
"C0597885",1043,"Pasteurization"
"C0010186",1042,"Financial cost"
"C0022938",1035,"Lactobacillus"
"C0008902",1035,"Classification"
"C0004590",1025,"Bacillus cereus"
"C0449864",1023,"Threshold"
"C0018517",1020,"Half-Life"
"C1710133",1020,"South"
"C0284447",1020,"Simulate composite resin"
"C1720880",1019,"Solid Phase Extraction"
"C0150589",1019,"Infant formula"
"C1881215",1018,"Inorganic"
"C0022100",1018,"Irrigation"
"C0311432",1018,"Bioaccumulation"
"C0686907",1016,"Consequence of"
"C0032105",1014,"Plasma"
"C0315250",1008,"Cronobacter sakazakii"
"C0041400",1007,"Country of Turkey"
"C0183210",1004,"sensor (device)"
"C0028778",1002,"Obstruction"
"C0026565",1002,"Mortality Vital Statistics"
"C0376325",1001,"hepatitis A virus"
"C0443211",1000,"Established"
"C0017725",1000,"glucose"
"C0011121",998,"Decontamination"
"C0205276",994,"Local"
"C0868994",994,"moisture"
"C1185738",993,"Column (anatomic)"
"C0443288",992,"Restricted"
"C0006819",991,"Campylobacter jejuni"
"C0449445",987,"Approach"
"C0521115",985,"Simultaneous"
"C0205225",978,"Primary"
"C0085181",977,"Aflatoxin M1"
"C0043419",976,"Yogurt"
"C0220905",975,"regulatory"
"C0040952",974,"Trichothecenes"
"C0011041",972,"DDT (Insecticide)"
"C2350562",970,"Brominated Diphenyl Ethers"
"C1271650",966,"Antimicrobial activity"
"C0012238",964,"Digestion"
"C0015677",962,"Fatty acid glycerol esters"
"C0039185",959,"T-2 Toxin"
"C0001774",954,"Agaricales"
"C5206843",953,"FDA Inactivation"
"C0683368",950,"Symptoms aspect"
"C0023047",947,"Larva"
"C0024706",947,"manganese"
"C0369241",946,"Filamentous fungus"
"C1704639",946,"Matrix Component of Device"
"C3658272",943,"Hazard Analysis and Critical Control Points"
"C0003050",930,"Animal feed (substance)"
"C0521102",930,"Interferes with"
"C0013220",929,"Drug Tolerance"
"C0205322",928,"Persistent"
"C0017189",927,"Gastrointestinal tract structure"
"C0013556",926,"Economics"
"C0332232",926,"Approximate"
"C1523987",925,"Alternative"
"C1547902",925,"Precision - temporal"
"C0008209",924,"chlorine"
"C2936506",923,"Livestock"
"C3658296",923,"Acceptable Daily Intake"
"C1167395",922,"Host (organism)"
"C0035787",921,"ROC Curve"
"C0036576",921,"Genetic Selection"
"C0043237",916,"World Health Organization"
"C0036679",916,"Diastasis"
"C1274040",915,"Result"
"C5202772",914,"MS3 Mass Spectrometry"
"C0162801",911,"Sequence Analysis"
"C1514721",911,"Range"
"C1832073",910,"Handling"
"C0493436",909,"CAMPYLOBACTER SPP."
"C0680022",906,"member"
"C0441472",906,"Clinical action"
"C0036114",905,"Salmonella food poisoning"
"C0087130",905,"Uncertainty"
"C0162326",905,"DNA Sequence"
"C2347927",904,"Refrigerated Specimen"
"C0310255",902,"survive"
"C0220920",900,"surveillance aspects"
"C0030843",898,"Penicillium"
"C0231448",898,"Extension"
"C0006137",898,"Brazil"
"C1304606",898,"Shellfish"
"C0028115",897,"Nisin"
"C0003625",897,"Genus Malus"
"C0018208",896,"Grapes (Dietary)"
"C0205556",896,"Qualitative"
"C0018150",895,"Gram Negative Bacteria"
"C0870238",894,"Purchase"
"C0242735",894,"Germination"
"C0027627",892,"Neoplasm Metastasis"
"C0239307",891,"ethnic european"
"C0036397",890,"Science"
"C0543419",890,"Sequela of disorder"
"C0302523",889,"Observation in research"
"C0028873",887,"Odds Ratio"
"C0521114",886,"Infrequent"
"C0872318",885,"Liquid Chromatography Mass Spectrometry"
"C0453882",885,"Combinations (Undergarment)"
"C2983605",884,"Food Consumption"
"C0205390",882,"Phase"
"C4525002",880,"Analytical Procedure Linearity"
"C0069449",879,"olive oil"
"C0332181",878,"Annual"
"C0243161",876,"criteria"
"C0003250",876,"Monoclonal Antibodies"
"C1257811",875,"Cultured Milk Products"
"C0205163",875,"Equal"
"C0020052",874,"Households"
"C0050456",873,"acetonitrile"
"C0332290",872,"Consistent with"
"C0243144",871,"Uptake"
"C1707689",869,"Design"
"C0036140",868,"Salts"
"C1456627",868,"Antimicrobial Resistance"
"C1441506",867,"Calculation"
"C0004922",866,"Beer"
"C1521739",866,"Nutritional"
"C0016479",866,"Food Poisoning"
"C0678518",864,"congener"
"C0002520",863,"Amino Acids"
"C0037806",862,"Spectrophotometry, Atomic Absorption"
"C0749385",861,"threat"
"C0018494",861,"Hair"
"C0032343",860,"Poisoning"
"C0034553",859,"Radioactivity"
"C0679932",859,"competition"
"C1708728",859,"Event Log"
"C0038126",858,"Stainless Steel"
"C0032099",857,"Plants, Edible"
"C0023779",856,"Lipids"
"C0449432",852,"Component object"
"C0301571",849,"Liquid diet"
"C0054966",849,"CD59 Antigen"
"C0680844",848,"estimation <subjective>"
"C0557778",847,"Supermarket"
"C0031843",846,"physiological aspects"
"C0085862",846,"Independence"
"C0023252",845,"Statutes and Laws"
"C4053931",844,"Tolerable"
"C1704259",844,"Biochemical Pathway"
"C0002680",838,"ampicillin"
"C0033808",837,"Pseudomonas"
"C0162358",835,"Ecosystem"
"C0600364",833,"Biosensors"
"C0028816",831,"Ochratoxins"
"C0449560",830,"Subtype (attribute)"
"C1282930",830,"Irradiation (physical force)"
"C0007012",828,"carbon dioxide"
"C0242437",828,"Seedlings"
"C0006353",824,"Buffers"
"C0442537",824,"Reservoir (environment)"
"C0025361",822,"Mental Processes"
"C0205101",820,"Extrinsic"
"C0429865",820,"Principal Component Analysis"
"C1153489",817,"water channel activity"
"C0205280",816,"Identical"
"C0003402",815,"Antioxidants"
"C1879547",813,"Activation action"
"C0021585",813,"Insecta"
"C0205224",812,"Essential"
"C1306673",808,"Stage"
"C0041625",808,"Ultraviolet Rays"
"C0376625",807,"Escherichia coli O157"
"C0444099",807,"Skin Specimen"
"C3179032",806,"Multiplex Polymerase Chain Reaction"
"C0001688",804,"aspects of adverse effects"
"C2239193",803,"Controlling (action)"
"C0547040",800,"Minimal"
"C0025147",799,"medroxyprogesterone"
"C0205463",798,"Physiological"
"C0005496",798,"Biogenic Amines"
"C0597177",796,"Particle"
"C0203597",795,"hyperthermia treatment"
"C0317608",795,"Lactobacillus plantarum"
"C0030710",795,"Patulin"
"C0678723",794,"Biologic Development"
"C1555715",794,"entry - cluster"
"C0006751",794,"Calibration"
"C0038435",793,"Stress"
"C0025519",791,"Metabolism"
"C0006823",790,"Canada"
"C0332174",789,"Weekly"
"C0012683",789,"Disinfection"
"C0037747",786,"Spain"
"C0015176",785,"Europe"
"C0549178",784,"Continuous"
"C0030657",784,"Pathogenicity Aspects"
"C0038960",782,"Suspensions"
"C0014417",781,"Environmental Pollutants"
"C0017428",781,"Genome"
"C0028125",778,"Nitrates"
"C1320928",777,"Resident (physician)"
"C0678367",776,"public entity"
"C1515655",775,"In Vivo"
"C0016487",774,"Food Processing"
"C0449543",774,"Serogroup"
"C0343401",774,"MRSA - Methicillin resistant Staphylococcus aureus infection"
"C1880156",772,"Comprehensive"
"C0004178",772,"Atmosphere, planetary"
"C0392360",771,"Indication of (contextual qualifier)"
"C1521991",768,"Molecular"
"C0042444",768,"Drug vehicle"
"C0221460",767,"Farmers"
"C0449468",765,"Volume"
"C0012632",763,"Discrimination (process of differentiation)"
"C0015684",762,"Fatty Acids"
"C0009013",762,"Clone Cells"
"C0010454",761,"Culture Media"
